month,supplier_id,category_id,otif_pct,defect_rate_pct,safety_incidents,invoice_accuracy_pct,responsiveness_score,service_level_score,sla_status
2025-01,SUP-018,CAT-004,91.3,1.41,0,88.5,99,92.6,Meets SLA
2025-02,SUP-018,CAT-004,88.5,2.35,0,87.0,82.7,87.0,Meets SLA
2025-03,SUP-018,CAT-004,78.0,0.37,0,95.6,87.2,88.4,Meets SLA
2025-04,SUP-018,CAT-004,97.1,1.26,0,92.4,91.2,94.2,Meets SLA
2025-05,SUP-018,CAT-004,89.1,2.01,0,93.5,84.4,89.2,Meets SLA
2025-06,SUP-018,CAT-004,87.5,1.71,0,98.4,86.4,90.3,Meets SLA
2025-07,SUP-018,CAT-004,94.9,1.42,0,96.6,82.7,92.4,Meets SLA
2025-08,SUP-018,CAT-004,86.1,3.5,0,93.4,78.8,85.0,Watch
2025-09,SUP-018,CAT-004,88.7,0.62,0,90.1,86.2,90.8,Meets SLA
2025-10,SUP-018,CAT-004,80.0,3.56,0,91.0,73.4,81.3,Watch
2025-11,SUP-018,CAT-004,88.2,1.07,0,91.8,81.7,89.5,Meets SLA
2025-12,SUP-018,CAT-004,87.3,2.6,0,89.4,80.6,86.3,Meets SLA
2026-01,SUP-018,CAT-004,93.6,1.67,0,96.5,86.2,92.2,Meets SLA
2026-02,SUP-018,CAT-004,80.8,1.6,0,90.4,98.2,88.8,Meets SLA
2026-03,SUP-018,CAT-004,99,2.99,0,97.4,81.6,91.6,Meets SLA
2026-04,SUP-018,CAT-004,85.2,2.67,0,98.0,88.5,88.4,Meets SLA
2026-05,SUP-018,CAT-004,80.6,1.28,0,91.5,90.7,88.0,Meets SLA
2026-06,SUP-018,CAT-004,82.5,1.84,0,96.9,91.9,89.0,Meets SLA
2025-01,SUP-019,CAT-004,89.3,0.92,0,85.2,72.1,87.1,Meets SLA
2025-02,SUP-019,CAT-004,87.7,2.55,0,97.2,85.7,88.8,Meets SLA
2025-03,SUP-019,CAT-004,94.3,2.0,0,88.5,74.8,88.5,Meets SLA
2025-04,SUP-019,CAT-004,85.7,3.4,0,96.2,74.8,84.7,Watch
2025-05,SUP-019,CAT-004,87.6,2.32,0,97.3,82.3,88.5,Meets SLA
2025-06,SUP-019,CAT-004,84.5,3.27,0,95.7,85.1,86.3,Meets SLA
2025-07,SUP-019,CAT-004,83.4,2.63,0,92.6,96.9,88.3,Meets SLA
2025-08,SUP-019,CAT-004,94.0,1.26,0,95.8,94.5,94.3,Meets SLA
2025-09,SUP-019,CAT-004,99,1.53,1,89.7,92.3,91.7,Meets SLA
2025-10,SUP-019,CAT-004,86.8,2.42,0,91.4,77.0,86.0,Meets SLA
2025-11,SUP-019,CAT-004,91.4,2.72,0,92.1,99,91.4,Meets SLA
2025-12,SUP-019,CAT-004,88.6,2.77,0,97.2,86.4,88.9,Meets SLA
2026-01,SUP-019,CAT-004,86.9,3.45,0,88.7,78.0,84.3,Watch
2026-02,SUP-019,CAT-004,87.3,0.75,0,88.5,84.9,89.6,Meets SLA
2026-03,SUP-019,CAT-004,95.6,1.12,0,89.8,74.3,90.3,Meets SLA
2026-04,SUP-019,CAT-004,87.9,2.16,1,93.6,90.5,87.2,Meets SLA
2026-05,SUP-019,CAT-004,83.7,2.97,0,92.4,85.9,86.0,Watch
2026-06,SUP-019,CAT-004,93.0,1.47,0,93.3,94.2,93.1,Meets SLA
2025-01,SUP-020,CAT-004,85.5,2.83,0,90.2,81.0,85.5,Watch
2025-02,SUP-020,CAT-004,83.1,2.68,0,92.8,85.9,86.2,Meets SLA
2025-03,SUP-020,CAT-004,88.3,3.96,0,92.4,80.8,85.3,Watch
2025-04,SUP-020,CAT-004,90.6,3.08,0,92.5,80.6,87.3,Meets SLA
2025-05,SUP-020,CAT-004,85.5,3.11,0,91.1,79.0,84.9,Watch
2025-06,SUP-020,CAT-004,85.2,2.2,0,90.7,84.5,87.0,Meets SLA
2025-07,SUP-020,CAT-004,76.7,2.68,0,95.9,70.7,81.7,Watch
2025-08,SUP-020,CAT-004,77.5,3.56,0,91.0,81.3,81.8,Watch
2025-09,SUP-020,CAT-004,87.0,3.87,0,89.2,71.5,82.7,Watch
2025-10,SUP-020,CAT-004,80.7,3.88,0,93.0,73.5,81.4,Watch
2025-11,SUP-020,CAT-004,84.9,3.49,0,90.0,96.6,87.1,Meets SLA
2025-12,SUP-020,CAT-004,85.2,2.7,0,96.7,84.0,87.3,Meets SLA
2026-01,SUP-020,CAT-004,81.0,1.68,0,92.0,86.9,87.0,Meets SLA
2026-02,SUP-020,CAT-004,84.0,3.62,0,87.9,81.7,83.5,Watch
2026-03,SUP-020,CAT-004,97.9,2.65,0,87.7,76.7,89.0,Meets SLA
2026-04,SUP-020,CAT-004,78.6,3.13,0,94.3,73.1,81.9,Watch
2026-05,SUP-020,CAT-004,81.1,2.82,0,84.8,87.5,84.1,Watch
2026-06,SUP-020,CAT-004,84.2,3.39,0,84.6,72.7,81.7,Watch
2025-01,SUP-021,CAT-004,93.7,2.07,0,88.8,85.4,90.1,Meets SLA
2025-02,SUP-021,CAT-004,70.3,2.59,0,93.9,76.2,80.2,Watch
2025-03,SUP-021,CAT-004,84.0,1.23,0,89.5,71.6,85.4,Watch
2025-04,SUP-021,CAT-004,89.5,2.9,0,89.5,90.9,88.5,Meets SLA
2025-05,SUP-021,CAT-004,77.1,2.48,0,88.4,71.2,80.9,Watch
2025-06,SUP-021,CAT-004,76.7,3.23,1,92.0,72.1,78.0,Watch
2025-07,SUP-021,CAT-004,92.1,1.11,0,91.7,75.5,89.6,Meets SLA
2025-08,SUP-021,CAT-004,79.7,2.28,0,89.7,78.3,83.6,Watch
2025-09,SUP-021,CAT-004,80.2,3.23,0,93.3,71.5,81.9,Watch
2025-10,SUP-021,CAT-004,82.2,1.71,0,95.3,74.8,85.8,Watch
2025-11,SUP-021,CAT-004,93.2,3.89,0,89.2,86.7,87.6,Meets SLA
2025-12,SUP-021,CAT-004,93.9,3.29,0,93.0,77.8,87.8,Meets SLA
2026-01,SUP-021,CAT-004,83.5,2.65,0,92.9,88.6,86.9,Meets SLA
2026-02,SUP-021,CAT-004,76.8,1.99,0,92.8,74.5,82.9,Watch
2026-03,SUP-021,CAT-004,90.0,3.39,0,94.2,88.0,88.3,Meets SLA
2026-04,SUP-021,CAT-004,82.5,3.54,1,88.8,66.6,78.1,Watch
2026-05,SUP-021,CAT-004,78.8,2.01,0,96.1,76.5,84.5,Watch
2026-06,SUP-021,CAT-004,79.8,2.12,0,91.7,79.2,84.4,Watch
2025-01,SUP-022,CAT-004,96.3,2.32,0,93.5,86.2,91.7,Meets SLA
2025-02,SUP-022,CAT-004,86.5,1.62,0,91.9,99,91.2,Meets SLA
2025-03,SUP-022,CAT-004,91.4,0.76,0,95.0,77.6,90.9,Meets SLA
2025-04,SUP-022,CAT-004,91.5,2.2,0,93.3,88.2,90.4,Meets SLA
2025-05,SUP-022,CAT-004,89.1,2.55,0,96.1,88.6,89.6,Meets SLA
2025-06,SUP-022,CAT-004,81.5,0.44,0,93.4,92.2,90.1,Meets SLA
2025-07,SUP-022,CAT-004,91.3,0.32,0,90.6,92.6,93.4,Meets SLA
2025-08,SUP-022,CAT-004,93.0,2.04,0,96.7,68.2,88.2,Meets SLA
2025-09,SUP-022,CAT-004,87.0,1.58,0,92.4,79.8,88.0,Meets SLA
2025-10,SUP-022,CAT-004,97.6,0.44,0,93.2,99,97.1,Meets SLA
2025-11,SUP-022,CAT-004,88.3,0.96,0,97.4,83.7,91.0,Meets SLA
2025-12,SUP-022,CAT-004,80.9,0.95,0,99.6,96.2,91.0,Meets SLA
2026-01,SUP-022,CAT-004,92.2,1.45,0,94.7,86.7,91.8,Meets SLA
2026-02,SUP-022,CAT-004,85.5,0.85,0,95.2,92.4,91.3,Meets SLA
2026-03,SUP-022,CAT-004,84.9,2.47,0,89.0,98.3,88.7,Meets SLA
2026-04,SUP-022,CAT-004,90.9,1.03,0,92.2,83.8,90.9,Meets SLA
2026-05,SUP-022,CAT-004,84.9,1.82,0,97.0,80.5,87.9,Meets SLA
2026-06,SUP-022,CAT-004,91.3,1.2,0,99.8,94.1,94.0,Meets SLA
2025-01,SUP-023,CAT-005,98.2,1.27,0,92.1,66.3,90.0,Meets SLA
2025-02,SUP-023,CAT-005,89.4,1.6,0,97.8,81.5,90.2,Meets SLA
2025-03,SUP-023,CAT-005,86.3,1.15,0,89.4,84.3,88.7,Meets SLA
2025-04,SUP-023,CAT-005,86.1,2.82,0,91.9,86.4,87.0,Meets SLA
2025-05,SUP-023,CAT-005,94.1,0.81,0,95.6,89.9,94.1,Meets SLA
2025-06,SUP-023,CAT-005,79.3,0.62,0,94.4,88.3,88.5,Meets SLA
2025-07,SUP-023,CAT-005,90.6,0.5,0,98.7,87.8,93.5,Meets SLA
2025-08,SUP-023,CAT-005,95.7,3.24,0,96.1,93.4,91.9,Meets SLA
2025-09,SUP-023,CAT-005,90.3,2.25,0,94.7,87.8,90.2,Meets SLA
2025-10,SUP-023,CAT-005,99,1.95,0,94.1,86.0,93.2,Meets SLA
2025-11,SUP-023,CAT-005,85.0,1.18,0,93.9,80.2,88.2,Meets SLA
2025-12,SUP-023,CAT-005,90.3,2.67,0,95.9,79.2,88.2,Meets SLA
2026-01,SUP-023,CAT-005,98.0,2.76,0,96.9,80.9,91.3,Meets SLA
2026-02,SUP-023,CAT-005,84.5,1.66,0,89.4,89.0,88.1,Meets SLA
2026-03,SUP-023,CAT-005,89.9,1.62,0,92.8,97.2,92.2,Meets SLA
2026-04,SUP-023,CAT-005,99,1.81,0,95.2,93.4,95.0,Meets SLA
2026-05,SUP-023,CAT-005,90.9,0.78,0,90.0,81.8,90.5,Meets SLA
2026-06,SUP-023,CAT-005,94.4,1.8,0,91.5,84.5,91.1,Meets SLA
2025-01,SUP-024,CAT-005,75.6,2.41,0,95.4,88.8,84.9,Watch
2025-02,SUP-024,CAT-005,90.2,3.13,0,97.6,95.6,90.7,Meets SLA
2025-03,SUP-024,CAT-005,84.4,1.46,0,83.7,73.1,84.5,Watch
2025-04,SUP-024,CAT-005,89.3,1.28,0,89.9,89.4,90.6,Meets SLA
2025-05,SUP-024,CAT-005,74.7,1.8,0,93.6,81.3,83.8,Watch
2025-06,SUP-024,CAT-005,81.2,2.46,0,94.2,85.5,86.0,Meets SLA
2025-07,SUP-024,CAT-005,83.6,1.31,0,88.1,84.6,87.3,Meets SLA
2025-08,SUP-024,CAT-005,86.6,2.05,0,92.2,92.5,89.5,Meets SLA
2025-09,SUP-024,CAT-005,87.9,1.7,0,93.5,83.9,89.1,Meets SLA
2025-10,SUP-024,CAT-005,97.6,1.73,0,86.9,81.1,90.9,Meets SLA
2025-11,SUP-024,CAT-005,84.6,0.66,0,91.9,87.6,89.8,Meets SLA
2025-12,SUP-024,CAT-005,95.2,2.3,0,96.4,74.5,89.7,Meets SLA
2026-01,SUP-024,CAT-005,82.8,0.58,0,98.0,80.5,89.1,Meets SLA
2026-02,SUP-024,CAT-005,86.4,2.49,0,91.7,87.8,87.8,Meets SLA
2026-03,SUP-024,CAT-005,84.9,0.32,0,94.0,77.7,89.0,Meets SLA
2026-04,SUP-024,CAT-005,95.2,0.7,0,88.8,82.1,92.0,Meets SLA
2026-05,SUP-024,CAT-005,97.8,1.34,0,88.3,79.0,91.4,Meets SLA
2026-06,SUP-024,CAT-005,91.5,1.62,0,95.3,94.9,92.8,Meets SLA
2025-01,SUP-025,CAT-005,76.5,3.3,0,91.7,97.8,84.9,Watch
2025-02,SUP-025,CAT-005,97.7,0.57,0,99.8,75.1,93.8,Meets SLA
2025-03,SUP-025,CAT-005,91.8,1.64,0,92.7,81.1,90.0,Meets SLA
2025-04,SUP-025,CAT-005,75.1,1.44,0,93.5,83.2,84.8,Watch
2025-05,SUP-025,CAT-005,84.6,3.57,0,98.8,90.4,87.3,Meets SLA
2025-06,SUP-025,CAT-005,91.0,0.99,0,88.6,85.4,90.7,Meets SLA
2025-07,SUP-025,CAT-005,86.6,0.89,0,95.6,74.4,88.5,Meets SLA
2025-08,SUP-025,CAT-005,86.2,2.16,0,94.7,84.3,88.2,Meets SLA
2025-09,SUP-025,CAT-005,78.5,1.73,0,92.4,84.4,85.6,Watch
2025-10,SUP-025,CAT-005,91.0,2.17,1,96.3,78.9,86.7,Meets SLA
2025-11,SUP-025,CAT-005,87.9,1.8,0,95.5,85.9,89.7,Meets SLA
2025-12,SUP-025,CAT-005,88.4,2.63,0,93.1,90.3,89.0,Meets SLA
2026-01,SUP-025,CAT-005,85.4,2.6,0,93.9,79.3,86.2,Meets SLA
2026-02,SUP-025,CAT-005,92.6,2.62,0,94.0,90.1,90.7,Meets SLA
2026-03,SUP-025,CAT-005,88.2,1.95,0,93.3,83.9,88.8,Meets SLA
2026-04,SUP-025,CAT-005,95.0,1.43,0,97.0,91.5,94.1,Meets SLA
2026-05,SUP-025,CAT-005,95.5,0.1,0,97.3,81.5,94.4,Meets SLA
2026-06,SUP-025,CAT-005,86.2,1.57,0,91.4,89.6,89.3,Meets SLA
2025-01,SUP-026,CAT-005,89.0,1.49,0,92.8,82.3,89.4,Meets SLA
2025-02,SUP-026,CAT-005,94.1,2.0,0,96.8,88.5,92.4,Meets SLA
2025-03,SUP-026,CAT-005,99,1.81,0,95.9,83.1,93.2,Meets SLA
2025-04,SUP-026,CAT-005,88.2,0.41,0,93.5,81.2,90.6,Meets SLA
2025-05,SUP-026,CAT-005,80.2,3.89,0,94.9,91.5,84.8,Watch
2025-06,SUP-026,CAT-005,93.4,2.44,0,87.7,79.2,88.1,Meets SLA
2025-07,SUP-026,CAT-005,95.4,0.92,0,99.8,77.3,92.9,Meets SLA
2025-08,SUP-026,CAT-005,90.4,2.96,0,96.7,74.0,87.0,Meets SLA
2025-09,SUP-026,CAT-005,95.2,2.93,0,93.1,91.8,91.3,Meets SLA
2025-10,SUP-026,CAT-005,93.6,2.34,0,95.0,74.1,88.8,Meets SLA
2025-11,SUP-026,CAT-005,84.6,1.16,0,95.9,84.2,89.2,Meets SLA
2025-12,SUP-026,CAT-005,89.3,2.19,0,95.3,87.1,89.8,Meets SLA
2026-01,SUP-026,CAT-005,84.0,2.68,0,91.9,79.0,85.2,Watch
2026-02,SUP-026,CAT-005,93.6,1.85,0,91.9,83.5,90.6,Meets SLA
2026-03,SUP-026,CAT-005,87.6,2.01,0,99.8,81.7,89.3,Meets SLA
2026-04,SUP-026,CAT-005,96.9,1.37,0,90.6,81.8,92.0,Meets SLA
2026-05,SUP-026,CAT-005,86.3,3.19,0,90.5,75.7,84.4,Watch
2026-06,SUP-026,CAT-005,97.5,3.4,0,94.4,87.0,90.9,Meets SLA
2025-01,SUP-027,CAT-005,91.1,2.97,0,95.1,91.4,90.1,Meets SLA
2025-02,SUP-027,CAT-005,91.9,3.26,0,97.8,82.3,88.8,Meets SLA
2025-03,SUP-027,CAT-005,76.0,2.27,0,91.6,93.7,85.5,Watch
2025-04,SUP-027,CAT-005,93.6,0.7,0,89.2,94.0,93.7,Meets SLA
2025-05,SUP-027,CAT-005,87.4,1.79,0,89.5,76.0,86.7,Meets SLA
2025-06,SUP-027,CAT-005,83.1,0.46,0,89.7,68.9,85.8,Watch
2025-07,SUP-027,CAT-005,83.7,0.6,0,94.9,82.4,89.2,Meets SLA
2025-08,SUP-027,CAT-005,90.8,1.75,0,87.7,87.3,89.7,Meets SLA
2025-09,SUP-027,CAT-005,96.1,0.59,0,90.7,98.7,95.8,Meets SLA
2025-10,SUP-027,CAT-005,82.6,1.13,0,93.6,89.3,89.0,Meets SLA
2025-11,SUP-027,CAT-005,87.9,1.67,0,97.9,89.4,90.9,Meets SLA
2025-12,SUP-027,CAT-005,78.9,1.61,0,97.7,80.4,86.1,Meets SLA
2026-01,SUP-027,CAT-005,84.8,2.43,0,94.8,77.3,86.0,Meets SLA
2026-02,SUP-027,CAT-005,92.7,2.58,0,89.4,89.9,90.0,Meets SLA
2026-03,SUP-027,CAT-005,85.9,2.62,0,90.4,85.4,86.8,Meets SLA
2026-04,SUP-027,CAT-005,79.9,3.6,1,93.6,79.5,80.2,Watch
2026-05,SUP-027,CAT-005,87.2,1.97,0,88.0,83.3,87.4,Meets SLA
2026-06,SUP-027,CAT-005,86.7,3.09,1,95.2,82.7,84.3,Watch
2025-01,SUP-028,CAT-005,95.6,0.92,0,87.4,87.0,92.5,Meets SLA
2025-02,SUP-028,CAT-005,87.2,4.07,0,89.0,79.2,83.8,Watch
2025-03,SUP-028,CAT-005,90.9,2.4,0,92.5,83.5,88.9,Meets SLA
2025-04,SUP-028,CAT-005,83.9,3.41,0,92.8,91.9,86.5,Meets SLA
2025-05,SUP-028,CAT-005,81.8,1.55,0,91.9,78.9,86.0,Watch
2025-06,SUP-028,CAT-005,85.3,0.69,0,93.3,80.0,88.9,Meets SLA
2025-07,SUP-028,CAT-005,93.7,1.78,0,88.7,75.7,88.7,Meets SLA
2025-08,SUP-028,CAT-005,82.6,4.08,0,95.5,77.8,83.1,Watch
2025-09,SUP-028,CAT-005,88.5,2.83,0,88.2,91.4,88.1,Meets SLA
2025-10,SUP-028,CAT-005,82.2,3.76,0,83.2,71.9,80.1,Watch
2025-11,SUP-028,CAT-005,83.0,3.21,0,92.3,84.5,85.1,Watch
2025-12,SUP-028,CAT-005,88.0,1.34,0,97.3,79.9,89.6,Meets SLA
2026-01,SUP-028,CAT-005,89.1,1.49,0,92.6,71.2,87.4,Meets SLA
2026-02,SUP-028,CAT-005,88.9,2.43,0,92.9,82.8,88.1,Meets SLA
2026-03,SUP-028,CAT-005,82.6,1.3,0,94.1,68.8,85.2,Watch
2026-04,SUP-028,CAT-005,78.9,3.76,0,96.2,85.3,83.7,Watch
2026-05,SUP-028,CAT-005,77.7,1.96,0,95.8,73.2,83.6,Watch
2026-06,SUP-028,CAT-005,94.6,2.73,0,94.2,81.8,89.8,Meets SLA
2025-01,SUP-029,CAT-005,88.8,2.36,0,89.6,89.3,88.7,Meets SLA
2025-02,SUP-029,CAT-005,92.8,3.44,0,94.3,83.0,88.4,Meets SLA
2025-03,SUP-029,CAT-005,90.0,1.15,0,94.1,87.0,91.3,Meets SLA
2025-04,SUP-029,CAT-005,84.4,1.7,0,95.3,78.4,87.2,Meets SLA
2025-05,SUP-029,CAT-005,90.0,1.5,0,97.7,92.7,92.5,Meets SLA
2025-06,SUP-029,CAT-005,94.0,1.52,0,94.5,87.1,92.3,Meets SLA
2025-07,SUP-029,CAT-005,96.3,1.99,0,91.6,93.5,93.1,Meets SLA
2025-08,SUP-029,CAT-005,86.5,0.82,0,90.5,79.9,88.6,Meets SLA
2025-09,SUP-029,CAT-005,96.9,1.75,0,90.6,89.9,92.9,Meets SLA
2025-10,SUP-029,CAT-005,95.3,1.42,0,90.6,89.3,92.7,Meets SLA
2025-11,SUP-029,CAT-005,90.0,1.61,0,94.8,73.4,88.3,Meets SLA
2025-12,SUP-029,CAT-005,83.3,2.07,0,94.0,85.1,87.3,Meets SLA
2026-01,SUP-029,CAT-005,89.3,3.23,0,92.6,83.2,87.1,Meets SLA
2026-02,SUP-029,CAT-005,84.7,2.69,0,95.2,89.8,87.9,Meets SLA
2026-03,SUP-029,CAT-005,87.0,2.55,0,89.2,68.5,84.1,Watch
2026-04,SUP-029,CAT-005,82.4,1.49,0,96.7,89.2,89.0,Meets SLA
2026-05,SUP-029,CAT-005,86.3,2.17,0,91.0,94.0,89.2,Meets SLA
2026-06,SUP-029,CAT-005,84.7,1.98,1,94.3,94.9,87.2,Meets SLA
2025-01,SUP-030,CAT-005,80.3,2.25,0,90.0,91.3,86.3,Meets SLA
2025-02,SUP-030,CAT-005,92.6,2.57,0,88.7,87.9,89.4,Meets SLA
2025-03,SUP-030,CAT-005,88.5,0.89,0,91.1,83.0,89.9,Meets SLA
2025-04,SUP-030,CAT-005,81.2,2.3,0,93.2,69.8,83.3,Watch
2025-05,SUP-030,CAT-005,90.6,0.89,0,96.5,88.4,92.6,Meets SLA
2025-06,SUP-030,CAT-005,96.7,2.58,0,95.9,80.0,90.7,Meets SLA
2025-07,SUP-030,CAT-005,93.1,0.28,0,92.2,74.7,91.2,Meets SLA
2025-08,SUP-030,CAT-005,86.0,1.15,0,97.1,85.2,90.1,Meets SLA
2025-09,SUP-030,CAT-005,82.6,2.22,0,94.0,80.0,85.9,Watch
2025-10,SUP-030,CAT-005,91.0,2.09,0,92.0,89.7,90.5,Meets SLA
2025-11,SUP-030,CAT-005,92.6,1.74,0,91.3,95.5,92.5,Meets SLA
2025-12,SUP-030,CAT-005,88.0,2.75,0,99.8,83.4,88.7,Meets SLA
2026-01,SUP-030,CAT-005,77.9,1.54,0,94.6,89.6,87.0,Meets SLA
2026-02,SUP-030,CAT-005,89.2,3.03,0,96.3,86.1,88.6,Meets SLA
2026-03,SUP-030,CAT-005,84.0,2.81,0,96.1,84.6,86.7,Meets SLA
2026-04,SUP-030,CAT-005,81.1,1.23,0,95.5,78.9,86.8,Meets SLA
2026-05,SUP-030,CAT-005,83.3,1.84,0,89.6,92.1,88.0,Meets SLA
2026-06,SUP-030,CAT-005,85.6,1.42,0,96.5,88.7,90.1,Meets SLA
2025-01,SUP-031,CAT-005,84.1,2.24,0,92.7,88.8,87.7,Meets SLA
2025-02,SUP-031,CAT-005,83.5,2.16,0,90.3,98.7,89.0,Meets SLA
2025-03,SUP-031,CAT-005,87.4,1.37,0,95.5,80.1,89.1,Meets SLA
2025-04,SUP-031,CAT-005,92.5,1.99,0,90.3,82.1,89.5,Meets SLA
2025-05,SUP-031,CAT-005,91.0,1.33,0,92.2,81.2,90.1,Meets SLA
2025-06,SUP-031,CAT-005,87.9,1.5,0,86.2,83.6,88.1,Meets SLA
2025-07,SUP-031,CAT-005,82.4,2.04,0,87.2,71.4,83.3,Watch
2025-08,SUP-031,CAT-005,87.6,2.24,0,95.1,82.6,88.3,Meets SLA
2025-09,SUP-031,CAT-005,82.5,3.03,0,86.1,78.8,83.0,Watch
2025-10,SUP-031,CAT-005,77.3,1.82,1,91.5,72.1,80.2,Watch
2025-11,SUP-031,CAT-005,85.1,1.75,0,96.2,80.3,87.9,Meets SLA
2025-12,SUP-031,CAT-005,86.6,2.1,0,90.4,81.3,87.0,Meets SLA
2026-01,SUP-031,CAT-005,74.8,1.55,0,98.9,85.2,85.8,Watch
2026-02,SUP-031,CAT-005,82.1,3.54,0,95.4,75.6,83.2,Watch
2026-03,SUP-031,CAT-005,86.6,2.28,0,94.4,86.6,88.5,Meets SLA
2026-04,SUP-031,CAT-005,95.0,2.55,0,95.4,88.5,91.6,Meets SLA
2026-05,SUP-031,CAT-005,84.0,1.83,0,91.7,82.9,87.0,Meets SLA
2026-06,SUP-031,CAT-005,89.6,2.93,0,83.9,83.0,86.1,Meets SLA
2025-01,SUP-032,CAT-005,87.9,1.92,0,93.9,78.2,87.9,Meets SLA
2025-02,SUP-032,CAT-005,85.7,1.04,0,91.5,67.7,86.0,Meets SLA
2025-03,SUP-032,CAT-005,82.9,4.31,0,94.6,86.0,84.2,Watch
2025-04,SUP-032,CAT-005,91.4,0.93,0,89.1,99,93.4,Meets SLA
2025-05,SUP-032,CAT-005,84.1,3.45,0,84.9,90.4,84.9,Watch
2025-06,SUP-032,CAT-005,79.6,2.69,0,91.1,91.7,85.7,Watch
2025-07,SUP-032,CAT-005,74.3,3.96,0,91.6,84.4,80.7,Watch
2025-08,SUP-032,CAT-005,91.5,1.96,0,86.6,92.2,90.3,Meets SLA
2025-09,SUP-032,CAT-005,83.1,1.5,0,98.1,86.4,88.9,Meets SLA
2025-10,SUP-032,CAT-005,81.6,1.84,0,89.4,70.8,83.5,Watch
2025-11,SUP-032,CAT-005,84.5,2.26,0,86.6,78.3,84.8,Watch
2025-12,SUP-032,CAT-005,91.6,2.22,0,93.4,87.3,90.3,Meets SLA
2026-01,SUP-032,CAT-005,84.3,3.77,0,90.2,80.9,83.7,Watch
2026-02,SUP-032,CAT-005,85.0,3.74,0,93.8,77.8,84.1,Watch
2026-03,SUP-032,CAT-005,84.6,2.93,0,83.9,80.1,83.7,Watch
2026-04,SUP-032,CAT-005,92.9,2.58,0,96.3,88.1,90.9,Meets SLA
2026-05,SUP-032,CAT-005,86.5,1.55,0,96.5,86.9,89.9,Meets SLA
2026-06,SUP-032,CAT-005,80.5,3.41,0,91.9,77.9,82.6,Watch
2025-01,SUP-033,CAT-005,88.9,3.26,0,88.4,84.5,86.4,Meets SLA
2025-02,SUP-033,CAT-005,79.3,2.86,0,95.7,83.8,84.8,Watch
2025-03,SUP-033,CAT-005,89.0,2.61,0,91.4,89.5,88.8,Meets SLA
2025-04,SUP-033,CAT-005,93.6,2.34,0,94.7,87.0,91.0,Meets SLA
2025-05,SUP-033,CAT-005,83.8,2.78,0,93.4,80.9,85.5,Watch
2025-06,SUP-033,CAT-005,95.5,0.82,0,92.5,88.2,93.7,Meets SLA
2025-07,SUP-033,CAT-005,85.5,4.0,0,92.3,74.2,83.0,Watch
2025-08,SUP-033,CAT-005,92.8,1.76,0,94.6,73.5,89.1,Meets SLA
2025-09,SUP-033,CAT-005,81.2,3.37,0,95.9,89.6,85.8,Watch
2025-10,SUP-033,CAT-005,84.6,3.38,0,88.3,79.8,83.8,Watch
2025-11,SUP-033,CAT-005,83.4,2.93,0,88.3,76.6,83.5,Watch
2025-12,SUP-033,CAT-005,87.7,2.57,0,91.2,89.5,88.4,Meets SLA
2026-01,SUP-033,CAT-005,93.0,3.25,0,90.5,77.3,87.0,Meets SLA
2026-02,SUP-033,CAT-005,85.8,1.59,0,95.3,93.9,90.6,Meets SLA
2026-03,SUP-033,CAT-005,87.1,4.19,0,95.9,86.5,86.2,Meets SLA
2026-04,SUP-033,CAT-005,95.0,0.44,0,93.9,90.0,94.7,Meets SLA
2026-05,SUP-033,CAT-005,82.7,0.31,0,90.5,82.2,88.4,Meets SLA
2026-06,SUP-033,CAT-005,86.9,3.1,0,93.4,97.3,89.2,Meets SLA
2025-01,SUP-034,CAT-005,88.1,1.99,0,97.3,77.7,88.3,Meets SLA
2025-02,SUP-034,CAT-005,86.6,3.25,0,95.1,72.5,84.6,Watch
2025-03,SUP-034,CAT-005,95.9,3.43,0,95.7,94.5,91.8,Meets SLA
2025-04,SUP-034,CAT-005,89.7,1.52,0,94.7,76.4,88.9,Meets SLA
2025-05,SUP-034,CAT-005,93.0,4.67,0,91.2,86.1,86.7,Meets SLA
2025-06,SUP-034,CAT-005,90.1,1.63,0,93.7,72.0,87.9,Meets SLA
2025-07,SUP-034,CAT-005,81.2,2.01,0,93.6,77.4,85.1,Watch
2025-08,SUP-034,CAT-005,83.2,0.68,0,84.3,78.3,86.2,Meets SLA
2025-09,SUP-034,CAT-005,91.1,2.33,0,91.9,96.5,91.4,Meets SLA
2025-10,SUP-034,CAT-005,93.9,1.98,0,93.6,86.9,91.4,Meets SLA
2025-11,SUP-034,CAT-005,84.1,2.24,0,98.1,86.9,88.4,Meets SLA
2025-12,SUP-034,CAT-005,81.6,2.77,0,95.2,79.7,84.9,Watch
2026-01,SUP-034,CAT-005,93.3,3.78,0,95.1,80.6,87.8,Meets SLA
2026-02,SUP-034,CAT-005,86.3,0.87,0,90.6,78.0,88.2,Meets SLA
2026-03,SUP-034,CAT-005,84.9,1.39,0,92.6,90.4,89.5,Meets SLA
2026-04,SUP-034,CAT-005,93.0,2.17,0,98.2,87.4,91.8,Meets SLA
2026-05,SUP-034,CAT-005,86.6,1.69,0,95.5,91.5,90.4,Meets SLA
2026-06,SUP-034,CAT-005,92.8,3.76,0,89.2,81.6,86.7,Meets SLA
2025-01,SUP-035,CAT-005,77.3,4.54,0,90.3,80.6,80.1,Watch
2025-02,SUP-035,CAT-005,88.6,1.55,0,89.6,90.1,90.0,Meets SLA
