invoice_id,month,category_id,supplier_id,business_unit,region,contract_status,spend_amount,volume,unit_price,price_variance_pct,payment_terms_days,critical_purchase
INV-13257,2026-01,CAT-003,SUP-010,Engineering,Gulf,Catalog mismatch,124270.19,14,8876.44,0.0104,75,Yes
INV-13258,2026-01,CAT-003,SUP-012,Engineering,Gulf,On contract,79905.21,39,2048.85,0.0409,30,Yes
INV-13259,2026-01,CAT-003,SUP-010,Mechanical,Mid-Atlantic,Catalog mismatch,117074.67,29,4037.06,0.0636,75,Yes
INV-13260,2026-01,CAT-003,SUP-010,Intermodal,Midwest,On contract,163791.93,85,1926.96,0.0255,30,Yes
INV-13261,2026-01,CAT-003,SUP-013,Information technology,Midwest,On contract,232625.65,33,7049.26,0.0132,75,Yes
INV-13262,2026-01,CAT-003,SUP-012,Intermodal,Southeast,On contract,94251.91,27,3490.81,0.0669,45,Yes
INV-13263,2026-01,CAT-003,SUP-013,Finance,Midwest,On contract,45041.49,31,1452.95,0.0749,45,Yes
INV-13264,2026-01,CAT-003,SUP-010,Engineering,Systemwide,On contract,497363.88,68,7314.17,0.0598,45,Yes
INV-13265,2026-01,CAT-003,SUP-015,Intermodal,Mid-Atlantic,On contract,110389.3,65,1698.3,0.073,75,Yes
INV-13266,2026-01,CAT-003,SUP-011,Transportation,Southeast,On contract,141639.36,9,15737.71,0.0489,60,No
INV-13267,2026-01,CAT-003,SUP-010,Mechanical,Gulf,On contract,205800.62,78,2638.47,0.0636,75,No
INV-13268,2026-01,CAT-003,SUP-010,Network operations,Mid-Atlantic,On contract,293564.0,43,6827.07,0.1041,45,Yes
INV-13269,2026-01,CAT-003,SUP-012,Mechanical,Midwest,On contract,517304.76,34,15214.85,0.018,30,Yes
INV-13270,2026-01,CAT-003,SUP-013,Finance,Southeast,On contract,129518.64,5,25903.73,0.0376,30,No
INV-13271,2026-01,CAT-003,SUP-011,Intermodal,Systemwide,Catalog mismatch,149605.22,69,2168.19,0.119,30,No
INV-13272,2026-01,CAT-003,SUP-010,Transportation,Midwest,On contract,169196.59,50,3383.93,0.0205,60,Yes
INV-13273,2026-01,CAT-003,SUP-011,Finance,Systemwide,On contract,101238.39,35,2892.53,0.0591,75,Yes
INV-13274,2026-01,CAT-003,SUP-010,Mechanical,Systemwide,On contract,146930.04,14,10495.0,0.1346,75,Yes
INV-13275,2026-01,CAT-003,SUP-015,Transportation,Mid-Atlantic,Off contract,183355.24,8,22919.41,0.2108,60,Yes
INV-13276,2026-01,CAT-003,SUP-010,Network operations,Midwest,Catalog mismatch,154539.04,43,3593.93,0.1999,30,No
INV-13277,2026-01,CAT-003,SUP-011,Engineering,Midwest,On contract,202094.49,59,3425.33,0.113,75,Yes
INV-13278,2026-01,CAT-003,SUP-015,Network operations,Midwest,Off contract,229651.39,40,5741.28,0.1304,60,Yes
INV-13279,2026-01,CAT-003,SUP-011,Facilities,Mid-Atlantic,On contract,42840.34,39,1098.47,0.1107,30,Yes
INV-13280,2026-01,CAT-003,SUP-011,Information technology,Mid-Atlantic,On contract,107174.16,18,5954.12,0.0869,75,No
INV-13281,2026-01,CAT-003,SUP-011,Facilities,Systemwide,On contract,293087.31,27,10855.09,0.1081,60,Yes
INV-13282,2026-01,CAT-003,SUP-011,Facilities,Mid-Atlantic,Expired agreement,104280.44,41,2543.43,0.1424,30,No
INV-13283,2026-01,CAT-003,SUP-010,Mechanical,Systemwide,On contract,108583.75,50,2171.67,0.0626,60,Yes
INV-13284,2026-01,CAT-003,SUP-013,Mechanical,Mid-Atlantic,On contract,222658.74,10,22265.87,0.0419,60,Yes
INV-13285,2026-01,CAT-003,SUP-010,Network operations,Systemwide,On contract,67738.06,61,1110.46,0.0935,75,No
INV-13286,2026-01,CAT-003,SUP-010,Finance,Southeast,On contract,157327.34,28,5618.83,0.079,45,Yes
INV-13287,2026-01,CAT-003,SUP-012,Information technology,Gulf,Expired agreement,166236.2,23,7227.66,0.1149,45,Yes
INV-13288,2026-01,CAT-003,SUP-013,Finance,Southeast,On contract,82847.19,57,1453.46,0.05,30,No
INV-13289,2026-01,CAT-003,SUP-012,Information technology,Southeast,Expired agreement,86173.17,28,3077.61,0.068,30,Yes
INV-13290,2026-01,CAT-003,SUP-010,Information technology,Systemwide,On contract,262560.94,53,4953.98,0.0502,75,Yes
INV-13291,2026-01,CAT-003,SUP-011,Transportation,Midwest,On contract,299614.21,27,11096.82,0.0859,75,Yes
INV-13292,2026-01,CAT-003,SUP-011,Intermodal,Gulf,Expired agreement,54187.77,32,1693.37,0.1805,30,Yes
INV-13293,2026-01,CAT-003,SUP-011,Information technology,Gulf,On contract,98963.74,77,1285.24,0.1182,30,Yes
INV-13294,2026-01,CAT-003,SUP-010,Network operations,Systemwide,On contract,87528.2,33,2652.37,0.0812,60,Yes
INV-13295,2026-01,CAT-003,SUP-012,Finance,Southeast,On contract,189355.56,57,3322.03,0.0231,45,No
INV-13296,2026-01,CAT-003,SUP-011,Transportation,Mid-Atlantic,On contract,133568.62,60,2226.14,0.1212,45,No
INV-13297,2026-01,CAT-003,SUP-012,Information technology,Mid-Atlantic,On contract,173087.58,34,5090.81,0.0678,75,No
INV-13298,2026-01,CAT-003,SUP-011,Finance,Mid-Atlantic,On contract,360225.81,64,5628.53,0.0337,60,Yes
INV-13299,2026-01,CAT-003,SUP-011,Facilities,Systemwide,On contract,130171.98,13,10013.23,0.0139,75,No
INV-13300,2026-01,CAT-003,SUP-011,Facilities,Midwest,On contract,209709.64,17,12335.86,0.0931,30,Yes
INV-13301,2026-01,CAT-003,SUP-010,Facilities,Midwest,Catalog mismatch,275631.25,29,9504.53,0.1163,75,Yes
INV-13302,2026-01,CAT-003,SUP-012,Network operations,Gulf,On contract,115133.31,69,1668.6,0.0441,60,Yes
INV-13303,2026-01,CAT-003,SUP-010,Facilities,Gulf,Catalog mismatch,124057.61,19,6529.35,0.2262,60,Yes
INV-13304,2026-01,CAT-003,SUP-010,Finance,Systemwide,Expired agreement,153455.6,61,2515.67,0.1001,45,Yes
INV-13305,2026-01,CAT-003,SUP-011,Mechanical,Mid-Atlantic,On contract,236447.67,15,15763.18,0.1199,75,Yes
INV-13306,2026-01,CAT-003,SUP-013,Engineering,Southeast,Catalog mismatch,237598.07,62,3832.23,0.12,30,Yes
INV-13307,2026-01,CAT-003,SUP-011,Transportation,Southeast,On contract,86303.17,48,1797.98,0.1017,45,Yes
INV-13308,2026-02,CAT-003,SUP-011,Intermodal,Southeast,Catalog mismatch,122141.31,75,1628.55,0.1307,60,No
INV-13309,2026-02,CAT-003,SUP-010,Information technology,Southeast,On contract,274357.03,19,14439.84,0.0949,30,Yes
INV-13310,2026-02,CAT-003,SUP-011,Engineering,Gulf,On contract,257058.56,117,2197.08,0.088,75,Yes
INV-13311,2026-02,CAT-003,SUP-012,Intermodal,Midwest,On contract,107819.33,28,3850.69,0.0928,45,Yes
INV-13312,2026-02,CAT-003,SUP-013,Mechanical,Southeast,Catalog mismatch,220602.41,79,2792.44,0.1961,30,Yes
INV-13313,2026-02,CAT-003,SUP-011,Information technology,Gulf,On contract,182195.49,43,4237.1,0.104,30,Yes
INV-13314,2026-02,CAT-003,SUP-015,Mechanical,Mid-Atlantic,Catalog mismatch,87143.44,55,1584.43,0.2193,30,Yes
INV-13315,2026-02,CAT-003,SUP-013,Information technology,Gulf,On contract,171313.73,32,5353.55,0.1169,45,Yes
INV-13316,2026-02,CAT-003,SUP-011,Engineering,Mid-Atlantic,On contract,278747.14,22,12670.32,0.0511,30,Yes
INV-13317,2026-02,CAT-003,SUP-013,Information technology,Gulf,On contract,188982.81,20,9449.14,0.0771,75,Yes
INV-13318,2026-02,CAT-003,SUP-011,Engineering,Systemwide,Off contract,162605.91,13,12508.15,0.1405,60,No
INV-13319,2026-02,CAT-003,SUP-012,Engineering,Gulf,On contract,206002.35,63,3269.88,0.0669,60,No
INV-13320,2026-02,CAT-003,SUP-011,Intermodal,Midwest,On contract,202841.84,46,4409.61,0.072,30,No
INV-13321,2026-02,CAT-003,SUP-011,Facilities,Midwest,On contract,158277.46,38,4165.2,0.0759,45,Yes
INV-13322,2026-02,CAT-003,SUP-013,Mechanical,Systemwide,Catalog mismatch,165149.17,32,5160.91,0.1498,75,Yes
INV-13323,2026-02,CAT-003,SUP-011,Information technology,Midwest,Catalog mismatch,205803.76,31,6638.83,0.0726,45,No
INV-13324,2026-02,CAT-003,SUP-010,Engineering,Midwest,Off contract,130353.54,103,1265.57,0.1887,60,Yes
INV-13325,2026-02,CAT-003,SUP-011,Transportation,Southeast,On contract,123106.15,100,1231.06,0.1616,45,Yes
INV-13326,2026-02,CAT-003,SUP-011,Engineering,Midwest,On contract,125578.96,37,3394.03,0.1277,45,Yes
INV-13327,2026-02,CAT-003,SUP-012,Transportation,Systemwide,On contract,242074.8,48,5043.22,0.064,75,Yes
INV-13328,2026-02,CAT-003,SUP-012,Information technology,Midwest,Off contract,61035.3,22,2774.33,0.0997,30,No
INV-13329,2026-02,CAT-003,SUP-010,Finance,Southeast,On contract,248371.15,5,49674.23,0.0725,30,Yes
INV-13330,2026-02,CAT-003,SUP-013,Mechanical,Midwest,On contract,49975.39,15,3331.69,0.0555,45,No
INV-13331,2026-02,CAT-003,SUP-011,Transportation,Systemwide,On contract,177929.88,95,1872.95,0.0032,60,Yes
INV-13332,2026-02,CAT-003,SUP-015,Transportation,Southeast,On contract,32329.57,24,1347.07,0.0904,30,Yes
INV-13333,2026-02,CAT-003,SUP-013,Network operations,Mid-Atlantic,On contract,56704.22,129,439.57,0.0461,30,Yes
INV-13334,2026-02,CAT-003,SUP-010,Facilities,Gulf,On contract,133655.18,25,5346.21,0.1306,60,No
INV-13335,2026-02,CAT-003,SUP-010,Transportation,Southeast,On contract,139034.74,132,1053.29,0.1169,75,Yes
INV-13336,2026-02,CAT-003,SUP-014,Information technology,Southeast,On contract,69109.68,20,3455.48,0.1061,30,Yes
INV-13337,2026-02,CAT-003,SUP-012,Transportation,Southeast,Off contract,158744.06,52,3052.77,0.0469,60,Yes
INV-13338,2026-02,CAT-003,SUP-011,Facilities,Southeast,Catalog mismatch,370304.62,30,12343.49,0.1939,60,Yes
INV-13339,2026-02,CAT-003,SUP-012,Mechanical,Midwest,On contract,79384.32,18,4410.24,0.1193,30,Yes
INV-13340,2026-02,CAT-003,SUP-011,Network operations,Midwest,On contract,128671.62,9,14296.85,0.0634,30,Yes
INV-13341,2026-02,CAT-003,SUP-010,Mechanical,Mid-Atlantic,On contract,345972.63,132,2621.0,0.0821,60,Yes
INV-13342,2026-02,CAT-003,SUP-013,Finance,Systemwide,On contract,53005.94,62,854.93,0.0687,45,Yes
INV-13343,2026-02,CAT-003,SUP-012,Facilities,Midwest,On contract,217018.02,70,3100.26,0.0237,60,Yes
INV-13344,2026-02,CAT-003,SUP-014,Information technology,Mid-Atlantic,Catalog mismatch,270878.69,84,3224.75,0.1433,30,No
INV-13345,2026-02,CAT-003,SUP-010,Mechanical,Mid-Atlantic,On contract,138276.86,48,2880.77,0.0508,60,Yes
INV-13346,2026-02,CAT-003,SUP-014,Engineering,Systemwide,Off contract,216463.01,41,5279.59,0.1717,60,Yes
INV-13347,2026-02,CAT-003,SUP-011,Finance,Mid-Atlantic,On contract,370688.98,156,2376.21,0.1053,30,Yes
INV-13348,2026-02,CAT-003,SUP-010,Transportation,Gulf,Expired agreement,95062.07,54,1760.41,0.1092,75,Yes
INV-13349,2026-02,CAT-003,SUP-011,Information technology,Midwest,Catalog mismatch,161992.55,38,4262.96,0.1964,60,No
INV-13350,2026-02,CAT-003,SUP-010,Engineering,Mid-Atlantic,Off contract,127451.65,21,6069.13,0.0803,30,Yes
INV-13351,2026-02,CAT-003,SUP-013,Mechanical,Systemwide,On contract,166096.4,18,9227.58,0.0908,45,Yes
INV-13352,2026-02,CAT-003,SUP-011,Information technology,Midwest,On contract,49696.84,128,388.26,0.0599,45,No
INV-13353,2026-02,CAT-003,SUP-014,Information technology,Mid-Atlantic,On contract,108211.06,63,1717.64,0.0581,45,Yes
INV-13354,2026-02,CAT-003,SUP-010,Information technology,Southeast,On contract,96049.13,42,2286.88,0.0908,45,Yes
INV-13355,2026-02,CAT-003,SUP-015,Mechanical,Gulf,On contract,180466.1,36,5012.95,0.0297,30,Yes
INV-13356,2026-02,CAT-003,SUP-013,Intermodal,Gulf,On contract,51435.15,23,2236.31,0.0107,75,No
INV-13357,2026-02,CAT-003,SUP-012,Information technology,Mid-Atlantic,On contract,91416.95,45,2031.49,-0.0485,75,No
INV-13358,2026-02,CAT-003,SUP-010,Network operations,Gulf,On contract,40743.84,22,1851.99,0.0284,75,Yes
INV-13359,2026-02,CAT-003,SUP-010,Information technology,Gulf,Expired agreement,79877.96,23,3472.95,0.1197,75,Yes
INV-13360,2026-02,CAT-003,SUP-011,Facilities,Systemwide,On contract,889282.03,15,59285.47,-0.0246,45,Yes
INV-13361,2026-03,CAT-003,SUP-013,Transportation,Gulf,On contract,60797.13,62,980.6,0.0779,30,No
INV-13362,2026-03,CAT-003,SUP-010,Transportation,Southeast,On contract,94271.45,49,1923.91,0.0662,75,Yes
INV-13363,2026-03,CAT-003,SUP-010,Information technology,Midwest,On contract,157910.3,58,2722.59,0.0773,75,Yes
INV-13364,2026-03,CAT-003,SUP-014,Information technology,Midwest,Catalog mismatch,64397.59,39,1651.22,0.1581,75,No
INV-13365,2026-03,CAT-003,SUP-011,Network operations,Systemwide,On contract,92557.63,58,1595.82,0.0577,60,Yes
INV-13366,2026-03,CAT-003,SUP-012,Mechanical,Systemwide,On contract,150417.38,11,13674.31,0.1017,45,Yes
INV-13367,2026-03,CAT-003,SUP-010,Information technology,Gulf,On contract,214559.17,29,7398.59,0.0528,60,Yes
INV-13368,2026-03,CAT-003,SUP-011,Network operations,Systemwide,On contract,91982.63,39,2358.53,0.1162,45,Yes
INV-13369,2026-03,CAT-003,SUP-011,Network operations,Systemwide,On contract,262978.29,16,16436.14,0.1374,45,Yes
INV-13370,2026-03,CAT-003,SUP-012,Transportation,Gulf,On contract,141689.55,23,6160.42,0.0677,30,Yes
INV-13371,2026-03,CAT-003,SUP-012,Mechanical,Mid-Atlantic,On contract,124354.5,23,5406.72,0.0405,60,Yes
INV-13372,2026-03,CAT-003,SUP-014,Information technology,Gulf,Off contract,195221.12,33,5915.79,0.0796,45,Yes
INV-13373,2026-03,CAT-003,SUP-013,Facilities,Gulf,Catalog mismatch,80875.32,44,1838.08,0.1324,30,No
INV-13374,2026-03,CAT-003,SUP-013,Finance,Mid-Atlantic,Off contract,33550.34,72,465.98,0.0937,75,Yes
INV-13375,2026-03,CAT-003,SUP-011,Intermodal,Mid-Atlantic,Off contract,175998.96,21,8380.9,0.0886,45,No
INV-13376,2026-03,CAT-003,SUP-010,Engineering,Southeast,Expired agreement,107388.98,81,1325.79,0.2228,75,No
INV-13377,2026-03,CAT-003,SUP-013,Mechanical,Gulf,On contract,135922.77,13,10455.6,0.0252,75,Yes
INV-13378,2026-03,CAT-003,SUP-012,Intermodal,Southeast,On contract,137962.3,51,2705.14,0.0485,75,Yes
INV-13379,2026-03,CAT-003,SUP-014,Information technology,Systemwide,Expired agreement,134811.91,49,2751.26,0.1666,75,Yes
INV-13380,2026-03,CAT-003,SUP-013,Information technology,Southeast,Off contract,91950.36,29,3170.7,0.1486,60,Yes
INV-13381,2026-03,CAT-003,SUP-012,Information technology,Southeast,On contract,59113.72,14,4222.41,0.1336,75,Yes
INV-13382,2026-03,CAT-003,SUP-010,Network operations,Midwest,On contract,347643.57,39,8913.94,0.0704,75,Yes
INV-13383,2026-03,CAT-003,SUP-011,Mechanical,Systemwide,On contract,136474.6,56,2437.05,0.1084,30,Yes
INV-13384,2026-03,CAT-003,SUP-015,Finance,Gulf,On contract,78573.74,62,1267.32,0.0576,75,Yes
INV-13385,2026-03,CAT-003,SUP-011,Information technology,Gulf,Off contract,109094.6,59,1849.06,0.1115,75,Yes
INV-13386,2026-03,CAT-003,SUP-011,Mechanical,Southeast,Catalog mismatch,575722.86,20,28786.14,0.0907,75,No
INV-13387,2026-03,CAT-003,SUP-011,Intermodal,Southeast,On contract,141050.76,35,4030.02,0.0273,45,Yes
INV-13388,2026-03,CAT-003,SUP-010,Mechanical,Gulf,On contract,171028.87,65,2631.21,0.0322,60,Yes
INV-13389,2026-03,CAT-003,SUP-011,Information technology,Midwest,On contract,47887.52,23,2082.07,0.0879,30,No
INV-13390,2026-03,CAT-003,SUP-015,Network operations,Systemwide,On contract,60514.61,26,2327.48,0.0783,75,No
INV-13391,2026-03,CAT-003,SUP-012,Facilities,Mid-Atlantic,On contract,129825.38,89,1458.71,0.0992,75,No
INV-13392,2026-03,CAT-003,SUP-010,Engineering,Gulf,On contract,119487.1,8,14935.89,0.1177,60,Yes
INV-13393,2026-03,CAT-003,SUP-011,Finance,Southeast,On contract,181299.05,25,7251.96,0.0559,45,No
INV-13394,2026-03,CAT-003,SUP-011,Finance,Mid-Atlantic,On contract,79154.93,27,2931.66,0.0736,75,No
INV-13395,2026-03,CAT-003,SUP-010,Transportation,Mid-Atlantic,On contract,51862.51,110,471.48,0.0436,75,Yes
INV-13396,2026-03,CAT-003,SUP-011,Mechanical,Southeast,Expired agreement,188885.49,113,1671.55,0.1989,60,Yes
INV-13397,2026-03,CAT-003,SUP-011,Mechanical,Mid-Atlantic,Catalog mismatch,174154.29,47,3705.41,0.1845,45,No
INV-13398,2026-03,CAT-003,SUP-015,Mechanical,Southeast,Expired agreement,204532.84,28,7304.74,0.2373,30,No
INV-13399,2026-03,CAT-003,SUP-010,Finance,Southeast,Off contract,138174.06,17,8127.89,0.1744,60,Yes
INV-13400,2026-03,CAT-003,SUP-012,Transportation,Midwest,On contract,137657.33,121,1137.66,0.1041,30,Yes
INV-13401,2026-03,CAT-003,SUP-010,Engineering,Gulf,Expired agreement,216423.47,12,18035.29,0.1326,45,No
INV-13402,2026-03,CAT-003,SUP-012,Transportation,Midwest,Expired agreement,117353.14,18,6519.62,0.1701,75,No
INV-13403,2026-03,CAT-003,SUP-015,Finance,Gulf,On contract,62097.2,41,1514.57,0.094,45,Yes
INV-13404,2026-03,CAT-003,SUP-010,Information technology,Midwest,On contract,152964.5,59,2592.62,0.1273,60,Yes
INV-13405,2026-03,CAT-003,SUP-011,Intermodal,Mid-Atlantic,On contract,55067.57,65,847.19,0.0826,30,No
INV-13406,2026-03,CAT-003,SUP-010,Network operations,Mid-Atlantic,On contract,363654.25,15,24243.62,0.0816,30,No
INV-13407,2026-03,CAT-003,SUP-011,Information technology,Mid-Atlantic,On contract,194814.69,97,2008.4,0.0592,30,Yes
INV-13408,2026-03,CAT-003,SUP-012,Intermodal,Southeast,Expired agreement,98416.11,74,1329.95,0.1296,75,Yes
INV-13409,2026-03,CAT-003,SUP-011,Facilities,Gulf,On contract,160382.24,53,3026.08,0.079,45,No
INV-13410,2026-03,CAT-003,SUP-012,Intermodal,Gulf,On contract,84037.81,61,1377.67,0.0722,75,Yes
INV-13411,2026-03,CAT-003,SUP-010,Facilities,Midwest,On contract,164235.49,49,3351.74,0.0812,30,No
INV-13412,2026-03,CAT-003,SUP-011,Mechanical,Southeast,On contract,151760.75,73,2078.91,0.0702,45,No
INV-13413,2026-03,CAT-003,SUP-011,Engineering,Gulf,On contract,46292.03,103,449.44,0.0247,30,No
INV-13414,2026-03,CAT-003,SUP-012,Finance,Southeast,Off contract,164849.67,8,20606.21,0.2406,30,Yes
INV-13415,2026-03,CAT-003,SUP-011,Intermodal,Systemwide,On contract,124612.36,53,2351.18,0.1131,45,Yes
INV-13416,2026-03,CAT-003,SUP-013,Engineering,Midwest,Off contract,111804.33,67,1668.72,0.1411,60,Yes
INV-13417,2026-03,CAT-003,SUP-011,Finance,Mid-Atlantic,On contract,129809.69,91,1426.48,0.1337,60,Yes
INV-13418,2026-03,CAT-003,SUP-010,Network operations,Mid-Atlantic,On contract,91534.61,60,1525.58,0.0217,30,Yes
INV-13419,2026-03,CAT-003,SUP-013,Transportation,Gulf,Off contract,99126.26,39,2541.7,0.1441,75,Yes
INV-13420,2026-03,CAT-003,SUP-015,Engineering,Midwest,On contract,108785.61,72,1510.91,0.0813,60,Yes
INV-13421,2026-03,CAT-003,SUP-012,Information technology,Midwest,On contract,108727.82,131,829.98,0.0103,75,No
INV-13422,2026-03,CAT-003,SUP-011,Network operations,Systemwide,Expired agreement,100551.23,40,2513.78,0.1347,75,No
INV-13423,2026-03,CAT-003,SUP-010,Mechanical,Southeast,On contract,67219.57,18,3734.42,0.0199,30,Yes
INV-13424,2026-03,CAT-003,SUP-010,Transportation,Gulf,On contract,104608.74,23,4548.21,0.0713,60,Yes
INV-13425,2026-03,CAT-003,SUP-011,Information technology,Gulf,Expired agreement,104707.22,95,1102.18,0.1832,60,No
INV-13426,2026-03,CAT-003,SUP-011,Transportation,Systemwide,On contract,82933.9,19,4364.94,0.0987,30,No
INV-13427,2026-04,CAT-003,SUP-012,Facilities,Southeast,On contract,128354.01,24,5348.08,0.0414,30,Yes
INV-13428,2026-04,CAT-003,SUP-011,Intermodal,Gulf,On contract,105828.22,10,10582.82,0.0623,75,Yes
INV-13429,2026-04,CAT-003,SUP-011,Network operations,Gulf,On contract,117768.37,68,1731.89,0.0674,60,Yes
INV-13430,2026-04,CAT-003,SUP-010,Engineering,Systemwide,On contract,99691.37,41,2431.5,0.117,60,Yes
INV-13431,2026-04,CAT-003,SUP-011,Facilities,Southeast,Off contract,189492.56,73,2595.79,0.157,45,Yes
INV-13432,2026-04,CAT-003,SUP-010,Intermodal,Gulf,On contract,149678.8,27,5543.66,0.0598,60,Yes
INV-13433,2026-04,CAT-003,SUP-011,Information technology,Midwest,On contract,77902.58,60,1298.38,0.0551,30,No
INV-13434,2026-04,CAT-003,SUP-011,Mechanical,Southeast,Off contract,145123.63,24,6046.82,0.0904,60,No
INV-13435,2026-04,CAT-003,SUP-010,Intermodal,Systemwide,On contract,81279.6,27,3010.36,0.0868,45,No
INV-13436,2026-04,CAT-003,SUP-014,Mechanical,Gulf,On contract,172974.47,30,5765.82,0.093,60,No
INV-13437,2026-04,CAT-003,SUP-013,Transportation,Mid-Atlantic,Off contract,90406.62,9,10045.18,0.1164,75,No
INV-13438,2026-04,CAT-003,SUP-014,Network operations,Midwest,On contract,125271.02,146,858.02,0.1519,30,Yes
INV-13439,2026-04,CAT-003,SUP-013,Information technology,Mid-Atlantic,On contract,71814.57,32,2244.21,0.0493,75,No
INV-13440,2026-04,CAT-003,SUP-013,Finance,Systemwide,On contract,154234.19,25,6169.37,0.0821,60,Yes
INV-13441,2026-04,CAT-003,SUP-012,Intermodal,Mid-Atlantic,On contract,96625.25,38,2542.77,0.0072,75,Yes
INV-13442,2026-04,CAT-003,SUP-010,Information technology,Midwest,On contract,198675.53,19,10456.61,0.0515,60,Yes
INV-13443,2026-04,CAT-003,SUP-011,Intermodal,Southeast,On contract,58946.47,49,1202.99,0.1129,45,No
INV-13444,2026-04,CAT-003,SUP-010,Intermodal,Southeast,On contract,123572.98,38,3251.92,0.0912,75,No
INV-13445,2026-04,CAT-003,SUP-011,Finance,Mid-Atlantic,On contract,153217.09,32,4788.03,0.0699,30,Yes
INV-13446,2026-04,CAT-003,SUP-010,Information technology,Systemwide,On contract,97605.96,44,2218.32,0.0616,45,Yes
INV-13447,2026-04,CAT-003,SUP-012,Information technology,Mid-Atlantic,On contract,66908.7,41,1631.92,0.0726,60,Yes
INV-13448,2026-04,CAT-003,SUP-013,Intermodal,Gulf,On contract,148204.34,97,1527.88,0.0211,60,Yes
INV-13449,2026-04,CAT-003,SUP-010,Information technology,Southeast,On contract,101030.65,33,3061.53,0.0541,30,No
INV-13450,2026-04,CAT-003,SUP-010,Engineering,Gulf,On contract,144049.36,39,3693.57,0.1036,75,Yes
INV-13451,2026-04,CAT-003,SUP-013,Finance,Mid-Atlantic,Catalog mismatch,70867.05,76,932.46,0.1403,45,Yes
INV-13452,2026-04,CAT-003,SUP-011,Finance,Systemwide,On contract,110456.6,103,1072.39,0.0724,45,Yes
INV-13453,2026-04,CAT-003,SUP-012,Mechanical,Systemwide,Off contract,137345.01,24,5722.71,0.1871,60,Yes
INV-13454,2026-04,CAT-003,SUP-011,Information technology,Mid-Atlantic,On contract,83840.37,34,2465.89,0.08,30,Yes
INV-13455,2026-04,CAT-003,SUP-013,Transportation,Gulf,On contract,90747.01,27,3361.0,0.0404,60,Yes
INV-13456,2026-04,CAT-003,SUP-012,Transportation,Midwest,Expired agreement,136484.86,25,5459.39,0.1473,75,No
INV-13457,2026-04,CAT-003,SUP-012,Facilities,Mid-Atlantic,Expired agreement,124156.05,39,3183.49,0.1288,60,Yes
INV-13458,2026-04,CAT-003,SUP-015,Network operations,Mid-Atlantic,On contract,237991.11,69,3449.15,0.1084,75,Yes
INV-13459,2026-04,CAT-003,SUP-013,Facilities,Midwest,On contract,126370.2,32,3949.07,0.1115,30,Yes
INV-13460,2026-04,CAT-003,SUP-011,Engineering,Gulf,On contract,445583.06,66,6751.26,0.0088,30,Yes
INV-13461,2026-04,CAT-003,SUP-013,Finance,Southeast,On contract,146567.71,66,2220.72,0.0905,30,No
INV-13462,2026-04,CAT-003,SUP-011,Facilities,Systemwide,On contract,212677.87,67,3174.3,0.0119,30,Yes
INV-13463,2026-04,CAT-003,SUP-010,Engineering,Southeast,On contract,108385.31,58,1868.71,0.0597,60,Yes
INV-13464,2026-04,CAT-003,SUP-011,Mechanical,Gulf,On contract,101062.5,69,1464.67,0.0047,75,Yes
INV-13465,2026-04,CAT-003,SUP-010,Mechanical,Gulf,On contract,195404.57,32,6106.39,0.0727,45,No
INV-13466,2026-04,CAT-003,SUP-015,Transportation,Gulf,Expired agreement,114227.78,46,2483.21,0.164,45,Yes
INV-13467,2026-04,CAT-003,SUP-010,Intermodal,Gulf,On contract,252005.29,41,6146.47,0.1036,30,Yes
INV-13468,2026-04,CAT-003,SUP-013,Facilities,Southeast,On contract,88627.83,22,4028.54,0.0635,75,Yes
INV-13469,2026-04,CAT-003,SUP-010,Information technology,Systemwide,Off contract,73021.51,27,2704.5,0.1449,60,Yes
INV-13470,2026-04,CAT-003,SUP-012,Network operations,Mid-Atlantic,On contract,78542.35,18,4363.46,0.0433,60,Yes
INV-13471,2026-04,CAT-003,SUP-012,Engineering,Systemwide,On contract,87137.55,24,3630.73,0.1766,75,Yes
INV-13472,2026-04,CAT-003,SUP-012,Mechanical,Southeast,On contract,153042.61,33,4637.65,0.1102,30,Yes
INV-13473,2026-04,CAT-003,SUP-010,Transportation,Midwest,Expired agreement,199439.61,42,4748.56,0.1196,75,Yes
INV-13474,2026-04,CAT-003,SUP-010,Finance,Systemwide,On contract,71053.67,8,8881.71,0.0601,75,Yes
INV-13475,2026-04,CAT-003,SUP-011,Facilities,Southeast,On contract,73040.43,44,1660.01,0.1129,60,Yes
INV-13476,2026-04,CAT-003,SUP-010,Transportation,Mid-Atlantic,On contract,50777.02,37,1372.35,0.0564,60,Yes
INV-13477,2026-04,CAT-003,SUP-011,Intermodal,Midwest,On contract,49099.39,40,1227.48,0.1027,75,Yes
INV-13478,2026-04,CAT-003,SUP-012,Mechanical,Midwest,On contract,177497.09,80,2218.71,0.0591,75,Yes
INV-13479,2026-04,CAT-003,SUP-012,Network operations,Mid-Atlantic,Expired agreement,168179.54,54,3114.44,0.1026,75,Yes
INV-13480,2026-04,CAT-003,SUP-010,Facilities,Southeast,Off contract,104561.44,64,1633.77,0.1235,30,Yes
INV-13481,2026-04,CAT-003,SUP-014,Information technology,Southeast,Off contract,169750.18,83,2045.18,0.2417,45,No
INV-13482,2026-05,CAT-003,SUP-010,Engineering,Southeast,Off contract,47019.82,17,2765.87,0.2018,45,Yes
